record_index,working_ion,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge,stability_worst,average_voltage_is_missing,capacity_grav_is_missing,capacity_vol_is_missing,energy_grav_is_missing,energy_vol_is_missing,max_delta_volume_is_missing,stability_charge_is_missing,stability_discharge_is_missing,stability_worst_is_missing
Li_000000,Li,1.689714708333331,172.54419423373443,520.0006314872243,291.55046283426424,878.6527153665833,0.133719155690352,0.0,0.42078230195833305,0.42078230195833305,False,False,False,False,False,False,False,False,False
Li_000001,Li,2.147050163333337,64.60606644586682,371.64186647871196,138.71246551492277,797.9337301246248,0.036626417789054004,0.21955931,0.30064717833333005,0.30064717833333005,False,False,False,False,False,False,False,False,False
Li_000002,Li,0.21056543666666602,624.785870642994,1984.8162285987214,131.55830967510573,417.9336958779768,2.736089112284999,0.0036091633333330004,0.0,0.0036091633333330004,False,False,False,False,False,False,False,False,False
Li_000003,Li,1.5458820933333342,125.08870607255253,341.0697949811628,193.3723907957956,527.253688638251,0.317804851549746,0.11659305666666601,0.45127765026785505,0.45127765026785505,False,False,False,False,False,False,False,False,False
Li_000004,Li,5.052496508333335,135.53638298898974,532.9991994302926,684.7971018040004,2692.9765940660163,0.05403225841189,0.039348144999996004,0.034513521428572,0.039348144999996004,False,False,False,False,False,False,False,False,False
Li_000005,Li,4.882004773333329,87.69773445686978,392.0282440438906,428.14075822895705,1913.8837587037572,0.184418083884822,0.118659776428571,0.053544515,0.118659776428571,False,False,False,False,False,False,False,False,False
Li_000006,Li,5.103887114999998,155.99996069812107,686.2634508200697,796.2061893476463,3502.611184135989,0.078737166489472,0.0,0.05629189899999901,0.05629189899999901,False,False,False,False,False,False,False,False,False
Li_000007,Li,0.6373623433333411,17.359726552110132,136.64595143784703,11.064435994878936,87.0929838154401,0.025880278158456,0.0020856016145830002,0.11425475950832001,0.11425475950832001,False,False,False,False,False,False,False,False,False
Li_000008,Li,0.7235468433333421,45.23242518736394,328.3908591960602,32.72777846062876,237.6061695508336,0.051324456096997005,0.053872661642857006,0.29934447361472205,0.29934447361472205,False,False,False,False,False,False,False,False,False
Li_000009,Li,2.55489157333334,25.902994341826684,163.9625433179502,66.1793419680342,418.90652026533377,0.022206307614682,0.057777262999999,0.084179768333331,0.084179768333331,False,False,False,False,False,False,False,False,False
Li_000010,Li,1.7337728633333331,115.38645500462766,558.5858568598221,200.0539044832561,968.4610004653572,0.07264915489496601,0.04847467999999901,0.20669327275000002,0.20669327275000002,False,False,False,False,False,False,False,False,False
Li_000011,Li,1.316682863333338,71.16946063244075,356.0527933195467,93.7076092074114,468.80861140581413,0.09711014752333501,0.0,0.172757932592595,0.172757932592595,False,False,False,False,False,False,False,False,False
Li_000012,Li,1.5313378433333371,25.42707646653364,154.50894104578086,38.93744443853348,236.6053885567638,0.041347400653969,0.01771311444444,0.109143134122807,0.109143134122807,False,False,False,False,False,False,False,False,False
Li_000013,Li,-1.511374616666666,57.306773025896824,279.1476811502012,-86.6120021144185,-421.8967195917743,0.046773201059426006,0.024204920000001,0.287379240499998,0.287379240499998,False,False,False,False,False,False,False,False,False
Li_000014,Li,4.556347028333332,140.28382398986653,624.8366037039292,639.1817845594645,2846.9724024802895,0.054450908108990004,0.13042983057292,0.0020272480357120004,0.13042983057292,False,False,False,False,False,False,False,False,False
Li_000015,Li,0.21214405333333303,215.35929706409124,818.1548397372413,45.68719420219386,173.56668395614255,0.133198318060577,0.0,0.008947646499999,0.008947646499999,False,False,False,False,False,False,False,False,False
Li_000016,Li,4.128403602083336,236.52455100765593,850.7126382408852,976.4688083611504,3512.085120051488,0.004728772679465001,0.132898493949996,0.020887583749999,0.132898493949996,False,False,False,False,False,False,False,False,False
Li_000017,Li,1.009212783333344,98.75824331697416,278.091339536295,99.6680816150351,280.65333479432223,0.034067947637202,0.011767695226124001,0.08876918515000001,0.08876918515000001,False,False,False,False,False,False,False,False,False
Li_000018,Li,0.42682322333334805,26.793757116084983,191.91425325316547,11.43619777749823,81.9134601771286,0.08088378623030901,0.017909213562502,0.10333964580356801,0.10333964580356801,False,False,False,False,False,False,False,False,False
Li_000019,Li,2.8414990516666783,172.0219977414676,622.2635644757885,488.80034344818756,1768.1613283446795,0.007314828338257,0.08904280630951601,0.024599422395833,0.08904280630951601,False,False,False,False,False,False,False,False,False
Li_000020,Li,1.585040253333337,68.25528688576361,294.42140014125164,108.18737721675035,466.66977066664526,0.015639923476078,0.20730499714285602,0.18620704208333003,0.20730499714285602,False,False,False,False,False,False,False,False,False
Li_000021,Li,3.519553073333331,97.99822858013364,302.8504861211508,344.90996658043167,1065.89835918819,0.016520414441825,0.079758656101186,0.09141464504121201,0.09141464504121201,False,False,False,False,False,False,False,False,False
Li_000022,Li,4.017984108333327,97.67431768552318,309.4101890882222,392.453856252733,1243.2052227128866,0.04286264073662,0.09249928586309501,0.091581478835162,0.09249928586309501,False,False,False,False,False,False,False,False,False
